cdr_id,msisdn,service_type,usage_volume,timestamp,site_id,billed_amount,billing_status,potential_loss
TXN_001102,628173378837,Voice,354.1953053501328,2022-01-01 18:21:00,SITE_14,,Unbilled,53129.29580251992
TXN_001103,628177123769,Data,482.96901891073645,2022-01-01 18:22:00,SITE_81,24148.450945536824,Billed,0.0
TXN_001104,628172524102,Interconnection,597.7519516768753,2022-01-01 18:23:00,SITE_34,29887.597583843763,Billed,0.0
TXN_001105,628173383366,SMS,472.9896518009756,2022-01-01 18:24:00,SITE_70,23649.48259004878,Billed,0.0
TXN_001106,628173035848,Roaming,698.6150106166195,2022-01-01 18:25:00,SITE_69,104792.25159249292,Billed,0.0
TXN_001107,628176122930,Data,434.2632361738526,2022-01-01 18:26:00,SITE_51,21713.16180869263,Billed,0.0
TXN_001108,628179593223,Roaming,203.0709085602884,2022-01-01 18:27:00,SITE_29,30460.63628404325,Billed,0.0
TXN_001109,628177691409,Voice,214.7198490182462,2022-01-01 18:28:00,SITE_99,32207.977352736933,Billed,0.0
TXN_001110,628171838003,Data,6.797965074098151,2022-01-01 18:29:00,SITE_82,339.8982537049076,Billed,0.0
TXN_001111,628174433382,SMS,301.6567578431138,2022-01-01 18:30:00,SITE_48,15082.837892155689,Billed,0.0
TXN_001112,628179670178,Voice,749.168722838041,2022-01-01 18:31:00,SITE_94,112375.30842570616,Billed,0.0
TXN_001113,628174395049,Roaming,794.3685461287719,2022-01-01 18:32:00,SITE_79,119155.28191931578,Billed,0.0
TXN_001114,628171066150,Data,203.26507455365427,2022-01-01 18:33:00,SITE_79,10163.253727682712,Billed,0.0
TXN_001115,628178951632,SMS,959.0849528745364,2022-01-01 18:34:00,SITE_16,47954.24764372681,Billed,0.0
TXN_001116,628178429645,Data,502.9003906866466,2022-01-01 18:35:00,SITE_57,25145.01953433233,Billed,0.0
TXN_001117,628177081687,Data,917.061770269484,2022-01-01 18:36:00,SITE_97,45853.088513474206,Billed,0.0
TXN_001118,628179948331,Voice,707.0585165797695,2022-01-01 18:37:00,SITE_10,106058.77748696542,Billed,0.0
TXN_001119,628173547500,Voice,722.7109895993907,2022-01-01 18:38:00,SITE_19,108406.6484399086,Billed,0.0
TXN_001120,628175193060,Interconnection,85.95857768476506,2022-01-01 18:39:00,SITE_67,4297.928884238253,Billed,0.0
TXN_001121,628171134055,Data,220.7711357700337,2022-01-01 18:40:00,SITE_36,11038.556788501686,Billed,0.0
TXN_001122,628172841648,Roaming,9.806018461178162,2022-01-01 18:41:00,SITE_4,1470.9027691767244,Billed,0.0
TXN_001123,628178132508,Interconnection,716.4115128362607,2022-01-01 18:42:00,SITE_75,35820.57564181303,Billed,0.0
TXN_001124,628177437845,Data,345.0938501400815,2022-01-01 18:43:00,SITE_33,17254.692507004074,Billed,0.0
TXN_001125,628174828433,Data,786.8658635602704,2022-01-01 18:44:00,SITE_28,39343.29317801352,Billed,0.0
TXN_001126,628173735264,SMS,339.5972837170892,2022-01-01 18:45:00,SITE_96,16979.86418585446,Billed,0.0
TXN_001127,628175448748,Interconnection,819.5144185465622,2022-01-01 18:46:00,SITE_80,40975.72092732811,Billed,0.0
TXN_001128,628178152747,Interconnection,131.5675554945647,2022-01-01 18:47:00,SITE_9,6578.377774728235,Billed,0.0
TXN_001129,628175137270,Data,174.1997836007507,2022-01-01 18:48:00,SITE_75,8709.989180037535,Billed,0.0
TXN_001130,628175317922,Roaming,341.53566304435253,2022-01-01 18:49:00,SITE_6,51230.34945665288,Billed,0.0
TXN_001131,628179847905,Voice,409.078901493391,2022-01-01 18:50:00,SITE_49,61361.83522400865,Billed,0.0
TXN_001132,628178465373,Interconnection,349.3541080321354,2022-01-01 18:51:00,SITE_91,17467.70540160677,Billed,0.0
TXN_001133,628172020154,Interconnection,763.8833854906967,2022-01-01 18:52:00,SITE_76,38194.169274534834,Billed,0.0
TXN_001134,628179070924,Voice,97.854441234088,2022-01-01 18:53:00,SITE_22,14678.166185113198,Billed,0.0
TXN_001135,628177843532,Data,351.8658026188496,2022-01-01 18:54:00,SITE_48,17593.290130942478,Billed,0.0
TXN_001136,628175945169,Voice,837.4027595159439,2022-01-01 18:55:00,SITE_21,125610.41392739158,Billed,0.0
TXN_001137,628177733215,Data,67.73028018490982,2022-01-01 18:56:00,SITE_33,3386.514009245491,Billed,0.0
TXN_001138,628179195810,Roaming,942.401164163686,2022-01-01 18:57:00,SITE_81,141360.17462455292,Billed,0.0
TXN_001139,628178904294,Data,986.3305254297408,2022-01-01 18:58:00,SITE_56,49316.52627148704,Billed,0.0
TXN_001140,628178185197,Voice,89.47960565125501,2022-01-01 18:59:00,SITE_29,13421.940847688253,Billed,0.0
TXN_001141,628179171548,Data,291.9812497334812,2022-01-01 19:00:00,SITE_53,14599.06248667406,Billed,0.0
TXN_001142,628177714301,Interconnection,373.0282653693208,2022-01-01 19:01:00,SITE_40,18651.41326846604,Billed,0.0
TXN_001143,628178969693,SMS,776.6149772840733,2022-01-01 19:02:00,SITE_74,38830.74886420367,Billed,0.0
TXN_001144,628172859582,Data,596.330885304617,2022-01-01 19:03:00,SITE_18,29816.54426523085,Billed,0.0
TXN_001145,628178744064,Voice,644.7213347920748,2022-01-01 19:04:00,SITE_47,96708.20021881122,Billed,0.0
TXN_001146,628173129885,Interconnection,757.7523129956875,2022-01-01 19:05:00,SITE_13,37887.61564978438,Billed,0.0
TXN_001147,628175720642,Roaming,118.86102043758868,2022-01-01 19:06:00,SITE_27,17829.153065638304,Billed,0.0
TXN_001148,628171549239,Data,833.3762474533521,2022-01-01 19:07:00,SITE_62,41668.812372667606,Billed,0.0
TXN_001149,628179945309,Voice,705.9141843759638,2022-01-01 19:08:00,SITE_74,105887.12765639456,Billed,0.0
TXN_001150,628176408753,Voice,577.7643834711739,2022-01-01 19:09:00,SITE_96,86664.65752067609,Billed,0.0
TXN_001151,628174047569,Voice,889.8455994482736,2022-01-01 19:10:00,SITE_45,133476.83991724104,Billed,0.0
TXN_001152,628171785332,Data,700.6060475299233,2022-01-01 19:11:00,SITE_3,35030.30237649617,Billed,0.0
TXN_001153,628179555080,Interconnection,202.4982626683944,2022-01-01 19:12:00,SITE_22,10124.91313341972,Billed,0.0
TXN_001154,628171397710,Data,430.31563569459104,2022-01-01 19:13:00,SITE_27,21515.781784729552,Billed,0.0
TXN_001155,628177503216,Roaming,494.5488240687976,2022-01-01 19:14:00,SITE_55,74182.32361031964,Billed,0.0
TXN_001156,628175317048,Data,56.16240912365524,2022-01-01 19:15:00,SITE_67,,Unbilled,2808.1204561827617
TXN_001157,628174188729,Roaming,954.6828758466957,2022-01-01 19:16:00,SITE_33,143202.43137700434,Billed,0.0
TXN_001158,628175785956,Roaming,129.4486835360816,2022-01-01 19:17:00,SITE_2,19417.30253041224,Billed,0.0
TXN_001159,628176105724,Voice,697.7638059595001,2022-01-01 19:18:00,SITE_75,104664.57089392502,Billed,0.0
TXN_001160,628176025764,Data,506.7248050547893,2022-01-01 19:19:00,SITE_46,25336.240252739462,Billed,0.0
TXN_001161,628178996198,SMS,26.606617634538164,2022-01-01 19:20:00,SITE_74,1330.3308817269085,Billed,0.0
TXN_001162,628171910775,Voice,924.8227283884974,2022-01-01 19:21:00,SITE_33,,Unbilled,138723.4092582746
TXN_001163,628176954878,Data,851.9849720101142,2022-01-01 19:22:00,SITE_58,42599.248600505714,Billed,0.0
TXN_001164,628176927997,Data,524.7336699759317,2022-01-01 19:23:00,SITE_7,26236.683498796585,Billed,0.0
TXN_001165,628171558924,Interconnection,229.71339380330585,2022-01-01 19:24:00,SITE_15,11485.66969016529,Billed,0.0
TXN_001166,628174881185,Data,122.50126778941414,2022-01-01 19:25:00,SITE_26,6125.063389470707,Billed,0.0
TXN_001167,628176004998,Roaming,364.02908695269446,2022-01-01 19:26:00,SITE_11,54604.363042904166,Billed,0.0
TXN_001168,628176166650,Data,256.1728527650444,2022-01-01 19:27:00,SITE_38,12808.64263825222,Billed,0.0
TXN_001169,628176693075,Roaming,507.1845098052924,2022-01-01 19:28:00,SITE_27,76077.67647079386,Billed,0.0
TXN_001170,628179109916,Data,966.4428868273056,2022-01-01 19:29:00,SITE_7,48322.14434136528,Billed,0.0
TXN_001171,628176193278,Roaming,575.3785397364118,2022-01-01 19:30:00,SITE_1,86306.78096046177,Billed,0.0
TXN_001172,628171431413,Data,890.0411248342078,2022-01-01 19:31:00,SITE_74,44502.0562417104,Billed,0.0
TXN_001173,628175165100,SMS,651.2279586582814,2022-01-01 19:32:00,SITE_21,32561.39793291407,Billed,0.0
TXN_001174,628171863561,SMS,475.77128006061326,2022-01-01 19:33:00,SITE_79,23788.564003030664,Billed,0.0
TXN_001175,628171302186,Data,854.7529551706378,2022-01-01 19:34:00,SITE_30,42737.64775853189,Billed,0.0
TXN_001176,628174207393,Voice,471.8967420628245,2022-01-01 19:35:00,SITE_94,70784.51130942367,Billed,0.0
TXN_001177,628176489464,Voice,868.7595423398507,2022-01-01 19:36:00,SITE_8,,Unbilled,130313.9313509776
TXN_001178,628178456985,Voice,292.2851928061895,2022-01-01 19:37:00,SITE_88,43842.77892092842,Billed,0.0
TXN_001179,628177767528,Roaming,129.68426068922514,2022-01-01 19:38:00,SITE_83,19452.63910338377,Billed,0.0
TXN_001180,628172026553,Data,855.4591498985754,2022-01-01 19:39:00,SITE_3,42772.95749492877,Billed,0.0
TXN_001181,628179533879,Data,587.8277486288741,2022-01-01 19:40:00,SITE_55,29391.387431443705,Billed,0.0
TXN_001182,628174743797,Roaming,889.2033058507112,2022-01-01 19:41:00,SITE_15,133380.49587760668,Billed,0.0
TXN_001183,628172514542,Data,937.8893797853908,2022-01-01 19:42:00,SITE_36,46894.46898926954,Billed,0.0
TXN_001184,628177357718,Data,54.57476198107773,2022-01-01 19:43:00,SITE_6,2728.7380990538863,Billed,0.0
TXN_001185,628175180656,Voice,501.4683325570095,2022-01-01 19:44:00,SITE_42,75220.24988355143,Billed,0.0
TXN_001186,628179465506,Interconnection,375.5895845254547,2022-01-01 19:45:00,SITE_50,,Unbilled,18779.479226272735
TXN_001187,628177846192,Roaming,626.232538673047,2022-01-01 19:46:00,SITE_18,93934.88080095703,Billed,0.0
TXN_001188,628179676924,Roaming,793.7976060051212,2022-01-01 19:47:00,SITE_83,119069.64090076818,Billed,0.0
TXN_001189,628178347689,Data,281.3096257583946,2022-01-01 19:48:00,SITE_50,14065.481287919729,Billed,0.0
TXN_001190,628172829553,Roaming,557.2415859887984,2022-01-01 19:49:00,SITE_30,83586.23789831976,Billed,0.0
TXN_001191,628174041341,Voice,709.0198513249946,2022-01-01 19:50:00,SITE_77,106352.9776987492,Billed,0.0
TXN_001192,628172039504,Voice,135.29665175289827,2022-01-01 19:51:00,SITE_39,20294.49776293474,Billed,0.0
TXN_001193,628177666455,Voice,814.2528390453156,2022-01-01 19:52:00,SITE_12,122137.92585679732,Billed,0.0
TXN_001194,628178663589,Data,606.5034902531202,2022-01-01 19:53:00,SITE_98,30325.17451265601,Billed,0.0
TXN_001195,628178918348,Data,949.587899676538,2022-01-01 19:54:00,SITE_59,47479.3949838269,Billed,0.0
TXN_001196,628175988023,Data,340.18939021156257,2022-01-01 19:55:00,SITE_76,17009.46951057813,Billed,0.0
TXN_001197,628178635836,Voice,109.03779639486146,2022-01-01 19:56:00,SITE_44,16355.66945922922,Billed,0.0
TXN_001198,628178809006,Data,506.9946998358884,2022-01-01 19:57:00,SITE_88,25349.73499179442,Billed,0.0
TXN_001199,628172675843,Roaming,86.7249609377294,2022-01-01 19:58:00,SITE_4,13008.744140659412,Billed,0.0
TXN_001200,628179423309,Data,969.5569968006828,2022-01-01 19:59:00,SITE_36,48477.84984003414,Billed,0.0
TXN_001201,628174229028,Roaming,39.64627329893435,2022-01-01 20:00:00,SITE_48,5946.940994840152,Billed,0.0
TXN_001202,628178056993,Data,753.7503972062008,2022-01-01 20:01:00,SITE_14,37687.51986031004,Billed,0.0
TXN_001203,628172721610,Roaming,525.5772957441018,2022-01-01 20:02:00,SITE_81,78836.59436161527,Billed,0.0
TXN_001204,628173339767,Data,369.2520318457904,2022-01-01 20:03:00,SITE_49,18462.60159228952,Billed,0.0
TXN_001205,628173614235,Data,66.776322344146,2022-01-01 20:04:00,SITE_67,3338.8161172073,Billed,0.0
TXN_001206,628171491036,Data,622.5447572494342,2022-01-01 20:05:00,SITE_87,31127.23786247171,Billed,0.0
TXN_001207,628179715912,SMS,585.6351090615643,2022-01-01 20:06:00,SITE_77,29281.75545307821,Billed,0.0
TXN_001208,628177046914,Roaming,281.60238979453214,2022-01-01 20:07:00,SITE_9,,Unbilled,42240.358469179824
TXN_001209,628173710241,Data,910.3114797089016,2022-01-01 20:08:00,SITE_21,45515.57398544509,Billed,0.0
TXN_001210,628172142953,Data,304.805897335494,2022-01-01 20:09:00,SITE_72,15240.2948667747,Billed,0.0
TXN_001211,628174961352,Roaming,450.275685181514,2022-01-01 20:10:00,SITE_81,67541.3527772271,Billed,0.0
TXN_001212,628174978702,SMS,544.2186934627371,2022-01-01 20:11:00,SITE_16,27210.934673136853,Billed,0.0
TXN_001213,628179168984,Data,101.1316462981098,2022-01-01 20:12:00,SITE_16,5056.58231490549,Billed,0.0
TXN_001214,628171326916,Data,932.2295574944188,2022-01-01 20:13:00,SITE_28,46611.477874720935,Billed,0.0
TXN_001215,628174597706,Data,375.1616162985901,2022-01-01 20:14:00,SITE_51,18758.0808149295,Billed,0.0
TXN_001216,628175506554,SMS,81.69843466046927,2022-01-01 20:15:00,SITE_56,4084.921733023464,Billed,0.0
TXN_001217,628171605409,Data,387.9038825016546,2022-01-01 20:16:00,SITE_80,19395.19412508273,Billed,0.0
TXN_001218,628177849486,Interconnection,600.6023445454881,2022-01-01 20:17:00,SITE_57,30030.117227274404,Billed,0.0
TXN_001219,628176050405,Data,514.1390191495083,2022-01-01 20:18:00,SITE_52,25706.95095747541,Billed,0.0
TXN_001220,628179337735,Data,694.8474320632367,2022-01-01 20:19:00,SITE_46,,Unbilled,34742.37160316184
TXN_001221,628172725690,Data,56.42845812584272,2022-01-01 20:20:00,SITE_78,,Unbilled,2821.422906292136
TXN_001222,628174280772,Interconnection,285.25606966178407,2022-01-01 20:21:00,SITE_38,14262.803483089205,Billed,0.0
TXN_001223,628179197295,Roaming,819.4113462632622,2022-01-01 20:22:00,SITE_84,122911.70193948931,Billed,0.0
TXN_001224,628176809041,Data,80.81379410356949,2022-01-01 20:23:00,SITE_48,4040.6897051784745,Billed,0.0
TXN_001225,628176087268,Roaming,855.6304687412616,2022-01-01 20:24:00,SITE_41,128344.57031118924,Billed,0.0
TXN_001226,628177155579,Data,92.80419598502914,2022-01-01 20:25:00,SITE_98,4640.209799251457,Billed,0.0
TXN_001227,628171403119,Data,834.6197606768045,2022-01-01 20:26:00,SITE_59,41730.98803384022,Billed,0.0
TXN_001228,628179212420,Voice,361.427612677648,2022-01-01 20:27:00,SITE_93,54214.1419016472,Billed,0.0
TXN_001229,628171402732,Data,612.5968541939586,2022-01-01 20:28:00,SITE_67,30629.84270969793,Billed,0.0
TXN_001230,628171506079,Data,153.7342285323502,2022-01-01 20:29:00,SITE_74,7686.711426617509,Billed,0.0
TXN_001231,628172950013,Interconnection,67.10255300345567,2022-01-01 20:30:00,SITE_84,3355.1276501727834,Billed,0.0
TXN_001232,628172132658,Data,216.7222658161149,2022-01-01 20:31:00,SITE_66,10836.113290805748,Billed,0.0
TXN_001233,628172985209,Interconnection,128.72596409078685,2022-01-01 20:32:00,SITE_27,6436.298204539342,Billed,0.0
TXN_001234,628175322626,Data,313.09349178195214,2022-01-01 20:33:00,SITE_32,15654.674589097607,Billed,0.0
TXN_001235,628171656951,SMS,514.8688632645092,2022-01-01 20:34:00,SITE_56,25743.44316322546,Billed,0.0
TXN_001236,628179399911,Data,589.1707041014445,2022-01-01 20:35:00,SITE_10,29458.535205072225,Billed,0.0
TXN_001237,628174479591,Voice,790.0782392723631,2022-01-01 20:36:00,SITE_40,118511.73589085448,Billed,0.0
TXN_001238,628176203916,Data,656.5836533551103,2022-01-01 20:37:00,SITE_17,32829.182667755515,Billed,0.0
TXN_001239,628177026988,Voice,609.1495668044234,2022-01-01 20:38:00,SITE_58,91372.43502066351,Billed,0.0
TXN_001240,628178426263,SMS,412.3702454582889,2022-01-01 20:39:00,SITE_97,20618.51227291444,Billed,0.0
TXN_001241,628173366610,Data,474.3346265251786,2022-01-01 20:40:00,SITE_6,23716.73132625893,Billed,0.0
TXN_001242,628175180303,Roaming,415.1063085607909,2022-01-01 20:41:00,SITE_39,62265.94628411864,Billed,0.0
TXN_001243,628175684346,Data,842.3238640313217,2022-01-01 20:42:00,SITE_18,42116.193201566086,Billed,0.0
TXN_001244,628171458298,Voice,230.77045209585145,2022-01-01 20:43:00,SITE_73,34615.56781437772,Billed,0.0
TXN_001245,628172047343,Data,6.71521061042266,2022-01-01 20:44:00,SITE_72,335.760530521133,Billed,0.0
TXN_001246,628176719720,Interconnection,651.668577329013,2022-01-01 20:45:00,SITE_89,32583.428866450653,Billed,0.0
TXN_001247,628179493836,Roaming,203.25972145519256,2022-01-01 20:46:00,SITE_95,30488.958218278884,Billed,0.0
TXN_001248,628175620650,Data,890.2250211734995,2022-01-01 20:47:00,SITE_42,44511.25105867498,Billed,0.0
TXN_001249,628172755692,Data,859.1872833769494,2022-01-01 20:48:00,SITE_4,,Unbilled,42959.36416884747
TXN_001250,628172730228,Voice,77.65064455627768,2022-01-01 20:49:00,SITE_20,11647.596683441652,Billed,0.0
TXN_001251,628172946793,Interconnection,107.28201700866327,2022-01-01 20:50:00,SITE_28,5364.100850433164,Billed,0.0
TXN_001252,628172569123,SMS,495.6764206544197,2022-01-01 20:51:00,SITE_40,24783.82103272098,Billed,0.0
TXN_001253,628177115518,Data,609.6134401065854,2022-01-01 20:52:00,SITE_65,30480.672005329267,Billed,0.0
TXN_001254,628178393979,Data,275.6334291447585,2022-01-01 20:53:00,SITE_44,13781.671457237926,Billed,0.0
TXN_001255,628179437482,Voice,717.0809189826713,2022-01-01 20:54:00,SITE_23,107562.13784740068,Billed,0.0
TXN_001256,628172622572,Interconnection,595.3211048979526,2022-01-01 20:55:00,SITE_57,29766.05524489763,Billed,0.0
TXN_001257,628174220281,Voice,325.49928563880616,2022-01-01 20:56:00,SITE_47,48824.89284582093,Billed,0.0
TXN_001258,628173689784,SMS,26.34611655427328,2022-01-01 20:57:00,SITE_13,1317.3058277136638,Billed,0.0
TXN_001259,628179175602,Data,750.4001310172192,2022-01-01 20:58:00,SITE_16,37520.00655086096,Billed,0.0
TXN_001260,628171709662,Roaming,215.5389121592576,2022-01-01 20:59:00,SITE_90,32330.836823888643,Billed,0.0
TXN_001261,628177863382,Roaming,834.6392697191658,2022-01-01 21:00:00,SITE_55,125195.89045787486,Billed,0.0
TXN_001262,628176321129,SMS,420.8699697942009,2022-01-01 21:01:00,SITE_95,21043.498489710048,Billed,0.0
TXN_001263,628179859060,SMS,577.5003651891336,2022-01-01 21:02:00,SITE_65,28875.01825945668,Billed,0.0
TXN_001264,628176672605,Roaming,873.0757816785929,2022-01-01 21:03:00,SITE_81,130961.36725178894,Billed,0.0
TXN_001265,628173592670,Voice,863.7593779190335,2022-01-01 21:04:00,SITE_16,129563.90668785502,Billed,0.0
TXN_001266,628175810833,Data,372.1480556683297,2022-01-01 21:05:00,SITE_37,18607.402783416484,Billed,0.0
TXN_001267,628177703459,Data,209.68000382212827,2022-01-01 21:06:00,SITE_52,10484.000191106414,Billed,0.0
TXN_001268,628177417665,Interconnection,775.370931650866,2022-01-01 21:07:00,SITE_10,38768.546582543306,Billed,0.0
TXN_001269,628171442061,Data,433.64712339852906,2022-01-01 21:08:00,SITE_38,21682.356169926454,Billed,0.0
TXN_001270,628174761675,Roaming,192.84995156544508,2022-01-01 21:09:00,SITE_44,28927.49273481676,Billed,0.0
TXN_001271,628178415745,SMS,904.5209169748332,2022-01-01 21:10:00,SITE_95,45226.04584874165,Billed,0.0
TXN_001272,628179082655,Data,198.9060900468463,2022-01-01 21:11:00,SITE_74,9945.304502342316,Billed,0.0
TXN_001273,628179877580,Data,26.78136102303985,2022-01-01 21:12:00,SITE_54,1339.0680511519922,Billed,0.0
TXN_001274,628174081328,Data,21.25969379365255,2022-01-01 21:13:00,SITE_98,1062.9846896826275,Billed,0.0
TXN_001275,628176371112,Data,622.69304109781,2022-01-01 21:14:00,SITE_51,31134.6520548905,Billed,0.0
TXN_001276,628179551646,Data,662.0133856568128,2022-01-01 21:15:00,SITE_52,33100.669282840645,Billed,0.0
TXN_001277,628178281505,Voice,311.7306633519269,2022-01-01 21:16:00,SITE_70,46759.59950278904,Billed,0.0
TXN_001278,628176124795,Roaming,320.6909782578163,2022-01-01 21:17:00,SITE_92,48103.64673867245,Billed,0.0
TXN_001279,628176411263,Interconnection,340.1544211448828,2022-01-01 21:18:00,SITE_92,17007.72105724414,Billed,0.0
TXN_001280,628174963735,Data,680.4783882121197,2022-01-01 21:19:00,SITE_59,34023.91941060599,Billed,0.0
TXN_001281,628177493509,Data,59.07565723580176,2022-01-01 21:20:00,SITE_13,2953.782861790088,Billed,0.0
TXN_001282,628179989138,Voice,929.1872363386344,2022-01-01 21:21:00,SITE_41,139378.08545079516,Billed,0.0
TXN_001283,628179824031,SMS,223.298523133269,2022-01-01 21:22:00,SITE_12,11164.92615666345,Billed,0.0
TXN_001284,628172192929,Roaming,999.67353203685,2022-01-01 21:23:00,SITE_50,149951.02980552753,Billed,0.0
TXN_001285,628179711998,Voice,172.3511710933998,2022-01-01 21:24:00,SITE_57,25852.67566400997,Billed,0.0
TXN_001286,628177555035,Voice,771.7749108550651,2022-01-01 21:25:00,SITE_50,115766.23662825976,Billed,0.0
TXN_001287,628175068316,Roaming,224.1891323846954,2022-01-01 21:26:00,SITE_57,33628.36985770431,Billed,0.0
TXN_001288,628179067987,SMS,81.76595484161072,2022-01-01 21:27:00,SITE_54,4088.297742080536,Billed,0.0
TXN_001289,628172656671,Voice,875.0583910262982,2022-01-01 21:28:00,SITE_66,131258.75865394474,Billed,0.0
TXN_001290,628176681635,SMS,858.8925079317011,2022-01-01 21:29:00,SITE_8,42944.625396585056,Billed,0.0
TXN_001291,628177145265,Data,404.16682205715176,2022-01-01 21:30:00,SITE_63,20208.341102857587,Billed,0.0
TXN_001292,628179527171,Data,702.6937463978863,2022-01-01 21:31:00,SITE_9,35134.687319894314,Billed,0.0
TXN_001293,628171783066,Roaming,557.5088667512332,2022-01-01 21:32:00,SITE_60,83626.33001268498,Billed,0.0
TXN_001294,628175899856,Roaming,853.103157560075,2022-01-01 21:33:00,SITE_63,127965.47363401126,Billed,0.0
TXN_001295,628177240779,Data,315.74091334933576,2022-01-01 21:34:00,SITE_72,15787.045667466788,Billed,0.0
TXN_001296,628175055957,Interconnection,524.1487275989862,2022-01-01 21:35:00,SITE_3,26207.436379949308,Billed,0.0
TXN_001297,628177617488,Data,485.8869988333459,2022-01-01 21:36:00,SITE_73,24294.349941667297,Billed,0.0
TXN_001298,628171597897,Roaming,354.55192043060185,2022-01-01 21:37:00,SITE_13,53182.78806459028,Billed,0.0
TXN_001299,628174941237,Data,891.5636094918159,2022-01-01 21:38:00,SITE_9,44578.1804745908,Billed,0.0
TXN_001300,628173042999,Roaming,166.71204673787295,2022-01-01 21:39:00,SITE_95,25006.807010680943,Billed,0.0
TXN_001301,628174659985,Interconnection,150.35913088117545,2022-01-01 21:40:00,SITE_89,7517.956544058772,Billed,0.0
TXN_001302,628172902897,Voice,577.3326257874286,2022-01-01 21:41:00,SITE_52,86599.89386811429,Billed,0.0
TXN_001303,628179019213,Interconnection,657.8367357549571,2022-01-01 21:42:00,SITE_62,32891.83678774785,Billed,0.0
TXN_001304,628174576511,Roaming,195.4246350702406,2022-01-01 21:43:00,SITE_8,29313.695260536093,Billed,0.0
TXN_001305,628172163950,Roaming,391.3267248123695,2022-01-01 21:44:00,SITE_95,58699.00872185543,Billed,0.0
TXN_001306,628171549148,Data,946.617279135765,2022-01-01 21:45:00,SITE_45,47330.86395678825,Billed,0.0
TXN_001307,628173773707,Roaming,247.3708052679833,2022-01-01 21:46:00,SITE_53,37105.6207901975,Billed,0.0
TXN_001308,628176068002,Roaming,668.6923414152767,2022-01-01 21:47:00,SITE_63,100303.8512122915,Billed,0.0
TXN_001309,628173773939,Data,740.4092443038932,2022-01-01 21:48:00,SITE_95,37020.46221519466,Billed,0.0
TXN_001310,628172935740,Interconnection,448.6805707656944,2022-01-01 21:49:00,SITE_81,22434.02853828472,Billed,0.0
TXN_001311,628174434955,Voice,937.5884607728234,2022-01-01 21:50:00,SITE_57,140638.2691159235,Billed,0.0
TXN_001312,628175936710,Voice,736.9200784835717,2022-01-01 21:51:00,SITE_54,110538.01177253576,Billed,0.0
TXN_001313,628176155872,Data,458.46665528103694,2022-01-01 21:52:00,SITE_19,22923.332764051847,Billed,0.0
TXN_001314,628174177326,Data,569.7658665743179,2022-01-01 21:53:00,SITE_67,28488.293328715896,Billed,0.0
TXN_001315,628172554510,SMS,692.9208299816755,2022-01-01 21:54:00,SITE_46,34646.041499083774,Billed,0.0
TXN_001316,628174763122,Voice,592.597990248789,2022-01-01 21:55:00,SITE_94,88889.69853731834,Billed,0.0
TXN_001317,628175421590,Interconnection,878.8188862422498,2022-01-01 21:56:00,SITE_10,43940.94431211249,Billed,0.0
TXN_001318,628173534937,Voice,357.5317736181208,2022-01-01 21:57:00,SITE_93,53629.76604271812,Billed,0.0
TXN_001319,628171812461,Voice,300.58585431574915,2022-01-01 21:58:00,SITE_18,45087.878147362375,Billed,0.0
TXN_001320,628175427036,Voice,214.62505060576905,2022-01-01 21:59:00,SITE_12,32193.75759086536,Billed,0.0
TXN_001321,628172718224,Data,38.74518509653054,2022-01-01 22:00:00,SITE_49,1937.259254826527,Billed,0.0
TXN_001322,628173710626,Interconnection,43.97095041567528,2022-01-01 22:01:00,SITE_23,2198.547520783764,Billed,0.0
TXN_001323,628178906166,SMS,870.1851379161735,2022-01-01 22:02:00,SITE_62,43509.25689580868,Billed,0.0
TXN_001324,628178310108,Roaming,678.7147532595014,2022-01-01 22:03:00,SITE_11,101807.2129889252,Billed,0.0
TXN_001325,628177440010,Voice,660.8718830210496,2022-01-01 22:04:00,SITE_73,99130.78245315744,Billed,0.0
TXN_001326,628179674163,Data,615.0281761159512,2022-01-01 22:05:00,SITE_56,30751.40880579756,Billed,0.0
TXN_001327,628171444191,Data,849.3699255494107,2022-01-01 22:06:00,SITE_88,42468.496277470535,Billed,0.0
TXN_001328,628172502337,Data,480.7866587399618,2022-01-01 22:07:00,SITE_89,24039.33293699809,Billed,0.0
TXN_001329,628174486669,Voice,870.540417729742,2022-01-01 22:08:00,SITE_55,130581.0626594613,Billed,0.0
TXN_001330,628174722946,SMS,360.08558115605695,2022-01-01 22:09:00,SITE_25,18004.279057802847,Billed,0.0
TXN_001331,628178064400,Data,926.7807968347514,2022-01-01 22:10:00,SITE_9,46339.03984173757,Billed,0.0
TXN_001332,628171224695,Roaming,698.9583231011588,2022-01-01 22:11:00,SITE_12,104843.74846517382,Billed,0.0
TXN_001333,628174441628,Data,257.91995888840285,2022-01-01 22:12:00,SITE_11,12895.997944420142,Billed,0.0
TXN_001334,628178552975,Voice,564.5208367669364,2022-01-01 22:13:00,SITE_38,84678.12551504046,Billed,0.0
TXN_001335,628179123236,SMS,533.4975309267674,2022-01-01 22:14:00,SITE_28,26674.876546338368,Billed,0.0
TXN_001336,628178761850,Voice,138.76092290860362,2022-01-01 22:15:00,SITE_8,20814.13843629054,Billed,0.0
TXN_001337,628174340216,Roaming,591.6516628448635,2022-01-01 22:16:00,SITE_74,88747.74942672953,Billed,0.0
